annual_points,nickname,place,final_bets_count,orig_bets_count,won,lost,units,roi,id,user_id,contest_id,active_days
,BeTeL,1,30,30,35.89,12.0,5.89,19.6,,,
,Ars,2,30,30,33.69,22.0,3.69,12.3,,,
,Arsii,3,53,53,57.95,40.0,4.95,9.3,,,
,Cap4ik,4,52,52,52.38,37.0,0.38,0.7,,,
,Ajax,5,37,37,24.72,28.0,-12.28,-33.2,,,
,Dnepr,6,54,54,33.38,49.0,-20.62,-38.2,,,
